-0.48461,-0.79927,-0,22.369,3.6315,0.068534
-0.64416,-0.73318,-0,22.391,3.6089,0
-0.41135,-0.82961,-0,22.358,3.6418,0.1
-0,1,-0,38.6,15.2,0.082664
-0.05416,0.97757,-0,38.592,15.2,0.092341
-0.097027,0.95981,-0,38.586,15.2,0.1
-0.081158,0.96638,-0,38.611,15.211,0.088523
-0.24015,0.90053,-0,38.634,15.234,0.1
-0,1,-0,38.8,15.3,0.007368
-0.28939,0.88013,-0,38.759,15.3,0.059074
-0.51844,0.78525,-0,38.727,15.3,0.1
-0,1,-0,38.806,15.3,0
-0,1,-0,38.803,15.3,0.0032552
-0.76742,0.5615,-0,45.5,20.079,0.020591
-0.80142,0.47942,-0,45.5,20.068,0
-0.70711,0.70711,-0,45.5,20.1,0.057118
-0.70711,0.70711,-0,45.528,20.128,0.071611
-0.70711,0.70711,-0,45.584,20.184,0.1
1,-0,-0,61.9,31.748,0
1,-0,-0,61.9,31.767,0.032994
1,-0,-0,61.9,31.8,0.091521
1,-0,-0,61.9,31.803,0.096943
1,-0,-0,61.9,31.805,0.1
-0.30946,-0.87182,-0,22.344,3.6562,0.14376
-0.17855,-0.92604,-0,22.325,3.6747,0.2
-0,1,-0,38.4,15.1,0.15796
-0,1,-0,38.381,15.1,0.18143
-0,1,-0,38.367,15.1,0.2
-0.19682,0.91847,-0,38.428,15.128,0.17217
-0.58238,0.75877,-0,38.482,15.182,0.2
-0.36657,0.84816,-0,38.548,15.2,0.14816
-0.65671,0.72798,-0,38.507,15.2,0.2
-0.5493,0.77247,-0,38.678,15.278,0.12232
-0.70711,0.70711,-0,38.7,15.3,0.13371
-0.6018,0.75073,-0,38.715,15.3,0.11489
-0.70711,0.70711,-0,45.595,20.195,0.10541
-0.70711,0.70711,-0,45.6,20.2,0.10817
-0.70711,0.70711,-0,45.661,20.261,0.1392
-0.70711,0.70711,-0,45.7,20.3,0.15921
-0.70711,0.70711,-0,45.727,20.327,0.173
-0.70711,0.70711,-0,45.78,20.38,0.2
1,-0,-0,61.9,31.839,0.16089
1,-0,-0,61.9,31.861,0.2
-0,-1,-0,22.29,3.7,0.2897
-0,-1,-0,22.3,3.7,0.27669
-0,-1,-0,22.282,3.7,0.3
-0.13432,-0.94436,-0,22.319,3.681,0.219
-0,1,-0,38.3,15.1,0.2843
-0.049042,0.97969,-0,38.293,15.1,0.29306
-0.087858,0.96361,-0,38.288,15.1,0.3
-0,1,-0,38.337,15.1,0.23724
-0.66495,0.72457,-0,38.494,15.194,0.20596
-0.70711,0.70711,-0,38.5,15.2,0.209
-0.67898,0.71876,-0,38.504,15.2,0.20398
-0.70711,0.70711,-0,45.793,20.393,0.20679
-0.70711,0.70711,-0,45.8,20.4,0.21026
-0.70711,0.70711,-0,45.859,20.459,0.24059
-0.70711,0.70711,-0,45.9,20.5,0.2613
-0.78214,0.52596,-0,45.926,20.526,0.27438
-0.70711,0.70711,-0,45.976,20.576,0.3
1,-0,-0,61.9,31.875,0.22484
1,-0,-0,61.9,31.9,0.26891
1,-0,-0,61.9,31.911,0.28879
1,-0,-0,61.9,31.918,0.3
-0,-1,-0,22.246,3.7,0.34552
-0,-1,-0,22.202,3.7,0.4
-0,1,-0,38.1,15,0.3596
-0,1,-0,38.082,15,0.38215
-0,1,-0,38.068,15,0.4
-0.18914,0.92166,-0,38.127,15.027,0.37325
-0.55968,0.76817,-0,38.179,15.079,0.4
-0.36145,0.85028,-0,38.249,15.1,0.34888
-0.64754,0.73178,-0,38.208,15.1,0.4
-0.70711,0.70711,-0,45.992,20.592,0.30818
-0.70711,0.70711,-0,46,20.6,0.31235
-0.87706,0.29681,-0,46.058,20.658,0.34198
-1,-0,-0,46.1,20.7,0.3634
-0.96136,0.093291,-0,46.1,20.713,0.38681
-0.93957,0.14588,-0,46.1,20.721,0.4
1,-0,-0,61.9,31.947,0.35274
1,-0,-0,61.9,31.974,0.4
-0.30293,-0.87452,-0,22.157,3.7,0.45716
-0,-1,-0,22.2,3.7,0.40303
-0.54269,-0.77521,-0,22.123,3.7,0.5
-0,-1,-0,22.201,3.7,0.40134
-0,1,-0,38,15,0.48594
-0.043929,0.9818,-0,37.994,15,0.49379
-0.064257,0.95296,0.064257,37.989,15,0.5
-0,1,-0,38.038,15,0.43797
-0.65728,0.72774,-0,38.193,15.093,0.40705
-0.70711,0.70711,-0,38.2,15.1,0.41064
-0.67386,0.72088,-0,38.205,15.1,0.4047
-0.85577,0.34821,-0,46.1,20.749,0.45076
-0.77446,0.54451,-0,46.1,20.777,0.5
1,-0,-0,61.9,31.983,0.41669
1,-0,-0,61.9,32,0.4463
1,-0,-0,61.9,32.019,0.48064
1,-0,-0,61.9,32.03,0.5
-0.61533,-0.74512,-0,22.113,3.7,0.51298
-0.70711,-0.70711,-0,22.1,3.7,0.52938
-0.58342,-0.75834,-0,22.083,3.7175,0.58251
-0.54269,-0.77521,-0,22.077,3.7233,0.6
-0,1,-0,37.8,14.9,0.56123
-0.12111,0.94984,-0,37.783,14.9,0.58287
-0.21696,0.91013,-0,37.769,14.9,0.6
-0.34366,0.74843,0.34366,37.9,14.96,0.54048
-0,1,-0,37.827,14.9,0.52705
-0.64172,0.64172,0.29095,37.95,15,0.54961
-0.75018,0.60312,-0,46.1,20.785,0.51471
-0.70711,0.70711,-0,46.1,20.8,0.54079
-0.70711,0.70711,-0,46.139,20.839,0.5608
-0.70711,0.70711,-0,46.2,20.9,0.59184
-0.70711,0.70711,-0,46.205,20.905,0.59459
-0.70711,0.70711,-0,46.216,20.916,0.6
1,-0,-0,61.9,32.055,0.54459
1,-0,-0,61.9,32.087,0.6
-0.40827,-0.83089,-0,22.058,3.7423,0.65774
-0.30989,-0.87164,-0,22.044,3.7562,0.7
-0,1,-0,37.6,14.8,0.63653
-0,1,-0,37.572,14.8,0.67196
-0,1,-0,37.55,14.8,0.7
-0.29712,0.87693,-0,37.642,14.842,0.65798
-0.70711,0.70711,-0,37.7,14.9,0.68758
-0.43351,0.82043,-0,37.739,14.9,0.63869
-0.70711,0.70711,-0,46.272,20.972,0.62839
-0.70711,0.70711,-0,46.3,21,0.64289
-0.81786,0.43973,-0,46.338,21.038,0.66219
-1,-0,-0,46.4,21.1,0.69393
-0.99359,0.015473,-0,46.4,21.102,0.69781
-0.98998,0.024196,-0,46.4,21.103,0.7
1,-0,-0,61.9,32.091,0.60854
1,-0,-0,61.9,32.1,0.62369
1,-0,-0,61.9,32.128,0.67249
1,-0,-0,61.9,32.143,0.7
-0.23313,-0.90343,-0,22.033,3.767,0.73297
-0.077082,-0.96807,-0,22.011,3.7891,0.8
-0,1,-0,37.5,14.8,0.76287
-0,1,-0,37.484,14.8,0.7836
-0,1,-0,37.471,14.8,0.8
-0,1,-0,37.528,14.8,0.72778
-0.888,0.27039,-0,46.4,21.138,0.76176
-0.82487,0.42281,-0,46.4,21.16,0.8
1,-0,-0,61.9,32.164,0.73644
1,-0,-0,61.9,32.199,0.8
-0,-1,-0,21.97,3.8,0.87045
-0,-1,-0,22,3.8,0.83311
-0,-1,-0,21.947,3.8,0.9
-0.057989,-0.97598,-0,22.008,3.7918,0.8082
-0,1,-0,37.4,14.8,0.88921
-0.033697,0.98604,-0,37.395,14.8,0.89523
-0.060368,0.97499,-0,37.391,14.8,0.9
-0,1,-0,37.439,14.8,0.83942
-0.78241,0.5253,-0,46.4,21.174,0.82571
-0.70711,0.70711,-0,46.4,21.2,0.87132
-0.70711,0.70711,-0,46.419,21.219,0.88101
-0.70711,0.70711,-0,46.456,21.256,0.9
1,-0,-0,61.9,32.2,0.80039
1,-0,-0,61.9,32.2,0.80108
1,-0,-0,61.9,32.236,0.86434
1,-0,-0,61.9,32.256,0.9
-0.12667,-0.94753,-0,21.882,3.8,0.98209
-0,-1,-0,21.9,3.8,0.95945
-0.22693,-0.906,-0,21.868,3.8,1
-0,-1,-0,21.926,3.8,0.92627
-0,1,-0,37.2,14.7,0.96451
-0,1,-0,37.184,14.7,0.98432
-0,1,-0,37.172,14.7,1
-0.16614,0.93118,-0,37.223,14.723,0.9765
-0.49159,0.79638,-0,37.27,14.77,1
-0.3461,0.85664,-0,37.351,14.8,0.95105
-0.62003,0.74318,-0,37.312,14.8,1
-0.70711,0.70711,-0,46.485,21.285,0.91481
-0.70711,0.70711,-0,46.5,21.3,0.92237
-0.70711,0.70711,-0,46.551,21.351,0.9486
-0.70711,0.70711,-0,46.6,21.4,0.97342
-0.75866,0.58266,-0,46.618,21.418,0.9824
-0.85964,0.33885,-0,46.652,21.452,1
1,-0,-0,61.9,32.272,0.92829
1,-0,-0,61.9,32.3,0.97847
1,-0,-0,61.9,32.308,0.99224
1,-0,-0,61.9,32.312,1
-0.43908,-0.81813,-0,21.838,3.8,1.0379
-0.70711,-0.70711,-0,21.8,3.8,1.0858
-0.68223,-0.71741,-0,21.796,3.8035,1.0965
-0.67404,-0.7208,-0,21.795,3.8047,1.1
-0,1,-0,37.1,14.7,1.0909
