The xmax, ymax, zmax are: 21 28 24
12.085789 8 1 1
11.430472 9 1 1
11.071463 10 1 1
11.020037 11 1 1
11.277166 12 1 1
11.835506 13 1 1
12.678276 14 1 1
11.532346 6 2 1
10.233884 7 2 1
9.205846 8 2 1
8.479155 9 2 1
8.079575 10 2 1
8.021954 11 2 1
8.308688 12 2 1
8.928510 13 2 1
9.859591 14 2 1
11.071502 15 2 1
12.531247 16 2 1
12.482045 4 3 1
10.603381 5 3 1
8.928489 6 3 1
7.497846 7 3 1
6.354538 8 3 1
5.540147 9 3 1
5.089853 10 3 1
5.024749 11 3 1
5.348450 12 3 1
6.044507 13 3 1
7.082746 14 3 1
8.422397 15 3 1
10.020537 16 3 1
11.835434 17 3 1
12.482045 3 4 1
10.286877 4 4 1
8.251527 5 4 1
6.416003 6 4 1
4.828466 7 4 1
3.544416 8 4 1
2.619261 9 4 1
2.103918 10 4 1
2.029165 11 4 1
2.400472 12 4 1
3.193490 13 4 1
4.363886 14 4 1
5.856721 15 4 1
7.615418 16 4 1
9.588868 17 4 1
11.734859 18 4 1
10.603381 3 5 1
8.251527 4 5 1
6.044506 5 5 1
4.026163 6 5 1
2.252955 7 5 1
0.795506 8 5 1
0.397552 13 5 1
1.728162 14 5 1
3.404339 15 5 1
5.348245 16 5 1
7.497880 17 5 1
9.805589 18 5 1
12.234979 19 5 1
11.532346 2 6 1
8.928489 3 6 1
6.416003 4 6 1
4.026163 5 6 1
1.803407 6 6 1
1.110834 15 6 1
3.264106 16 6 1
5.603781 17 6 1
8.079565 18 6 1
10.655748 19 6 1
10.233884 2 7 1
7.497846 3 7 1
4.828466 4 7 1
2.252955 5 7 1
1.421595 16 7 1
3.958166 17 7 1
6.599626 18 7 1
9.315647 19 7 1
12.085924 20 7 1
12.085789 1 8 1
9.205846 2 8 1
6.354538 3 8 1
3.544416 4 8 1
0.795506 5 8 1
0.142828 16 8 1
2.619770 17 8 1
5.412723 18 8 1
8.251605 19 8 1
11.123096 20 8 1
11.430472 1 9 1
8.479155 2 9 1
5.540147 3 9 1
2.619261 4 9 1
1.651511 17 9 1
4.564445 18 9 1
7.498056 19 9 1
10.445540 20 9 1
11.071463 1 10 1
8.079575 2 10 1
5.089853 3 10 1
2.103918 4 10 1
1.111344 17 10 1
4.094262 18 10 1
7.082761 19 10 1
10.074072 20 10 1
11.020037 1 11 1
8.021954 2 11 1
5.024749 3 11 1
2.029165 4 11 1
1.033250 17 11 1
4.026022 18 11 1
7.022943 19 11 1
10.020568 20 11 1
11.277166 1 12 1
8.308688 2 12 1
5.348450 3 12 1
2.400472 4 12 1
1.421499 17 12 1
4.364064 18 12 1
7.320816 19 12 1
10.287046 20 12 1
11.835506 1 13 1
8.928510 2 13 1
6.044507 3 13 1
3.193490 4 13 1
0.397552 5 13 1
2.252539 17 13 1
5.089792 18 13 1
7.964463 19 13 1
10.864324 20 13 1
12.678276 1 14 1
9.859591 2 14 1
7.082746 3 14 1
4.363886 4 14 1
1.728162 5 14 1
0.874791 16 14 1
3.474296 17 14 1
6.168968 18 14 1
8.928696 19 14 1
11.734844 20 14 1
11.506449 1 15 1
9.688125 2 15 1
8.422397 3 15 1
5.856721 4 15 1
3.404339 5 15 1
1.110834 6 15 1
0.397094 15 15 1
2.619721 16 15 1
5.025143 17 15 1
7.556613 18 15 1
9.220280 19 15 1
10.842148 20 15 1
9.557073 1 16 1
7.266302 2 16 1
5.679836 3 16 1
5.451782 4 16 1
5.348245 5 16 1
3.264106 6 16 1
1.421595 7 16 1
0.142828 8 16 1
0.874791 14 16 1
2.619721 15 16 1
4.630493 16 16 1
5.733736 17 16 1
5.423499 18 16 1
6.629702 19 16 1
8.745945 20 16 1
5.453287 2 17 1
3.033137 3 17 1
2.580951 4 17 1
4.502395 5 17 1
5.603781 6 17 1
3.958166 7 17 1
2.619770 8 17 1
1.651511 9 17 1
1.111344 10 17 1
1.033250 11 17 1
1.421499 12 17 1
2.252539 13 17 1
3.474296 14 17 1
5.025143 15 17 1
5.158211 16 17 1
3.132907 17 17 1
2.520658 18 17 1
4.570812 19 17 1
7.309378 20 17 1
4.933588 2 18 1
1.984779 3 18 1
0.293430 4 18 1
2.196325 5 18 1
3.920906 6 18 1
5.400585 7 18 1
5.412723 8 18 1
4.564445 9 18 1
4.094262 10 18 1
4.026022 11 18 1
4.364064 12 18 1
5.089792 13 18 1
5.831081 14 18 1
4.443560 15 18 1
2.795163 16 18 1
0.935333 17 18 1
1.025386 18 18 1
3.942078 19 18 1
5.731315 2 19 1
2.881361 3 19 1
0.090173 4 19 1
0.256379 5 19 1
1.347649 6 19 1
2.685148 7 19 1
3.749161 8 19 1
4.502883 9 19 1
4.917696 10 19 1
4.977694 11 19 1
4.679581 12 19 1
4.036790 13 19 1
3.073094 14 19 1
1.821940 15 19 1
0.338059 16 19 1
1.934837 18 19 1
4.780701 19 19 1
3.907989 3 20 1
1.122957 4 20 1
0.154371 7 20 1
0.883169 8 20 1
1.556724 9 20 1
1.928581 10 20 1
1.981797 11 20 1
1.716610 12 20 1
1.138917 13 20 1
0.292385 14 20 1
0.227580 17 20 1
2.976230 18 20 1
5.773948 19 20 1
5.065038 3 21 1
2.341708 4 21 1
1.440981 17 21 1
4.154225 18 21 1
6.360780 3 22 1
3.707073 4 22 1
1.102591 5 22 1
0.253779 16 22 1
2.832414 17 22 1
5.471447 18 22 1
5.223137 4 23 1
2.712571 5 23 1
0.286126 6 23 1
1.889592 16 23 1
4.378029 17 23 1
4.484429 5 24 1
2.180055 6 24 1
0.052694 7 24 1
1.439234 15 24 1
3.703873 16 24 1
6.077241 17 24 1
6.415556 5 25 1
4.252151 6 25 1
2.253929 7 25 1
