The xmax, ymax, zmax are: 64 85 74
12.594267 26 2 2
12.413883 27 2 2
12.265500 28 2 2
12.149643 29 2 2
12.066738 30 2 2
12.016744 31 2 2
12.000000 32 2 2
12.016744 33 2 2
12.066738 34 2 2
12.149643 35 2 2
12.265500 36 2 2
12.413883 37 2 2
12.594267 38 2 2
12.675743 22 3 2
12.364463 23 3 2
12.083241 24 3 2
11.832951 25 3 2
11.614386 26 3 2
11.427905 27 3 2
11.274594 28 3 2
11.154913 29 3 2
11.068885 30 3 2
11.017457 31 3 2
11.000000 32 3 2
11.017457 33 3 2
11.068885 34 3 2
11.154913 35 3 2
11.274594 36 3 2
11.427905 37 3 2
11.614386 38 3 2
11.832951 39 3 2
12.083241 40 3 2
12.364463 41 3 2
12.675743 42 3 2
12.463261 20 4 2
12.083376 21 4 2
11.732286 22 4 2
11.411108 23 4 2
11.120519 24 4 2
10.861739 25 4 2
10.635798 26 4 2
10.442940 27 4 2
10.284441 28 4 2
10.160256 29 4 2
10.071458 30 4 2
10.017952 31 4 2
10.000000 32 4 2
10.017952 33 4 2
10.071458 34 4 2
10.160256 35 4 2
10.284441 36 4 2
10.442940 37 4 2
10.635798 38 4 2
10.861739 39 4 2
11.120519 40 4 2
11.411108 41 4 2
11.732286 42 4 2
12.083376 43 4 2
12.463261 44 4 2
12.413828 18 5 2
11.966803 19 5 2
11.546747 20 5 2
11.154929 21 5 2
10.792555 22 5 2
10.460541 23 5 2
10.160279 24 5 2
9.892791 25 5 2
9.658673 26 5 2
9.459082 27 5 2
9.294862 28 5 2
9.166314 29 5 2
9.074030 30 5 2
9.018525 31 5 2
9.000000 32 5 2
9.018525 33 5 2
9.074030 34 5 2
9.166314 35 5 2
9.294862 36 5 2
9.459082 37 5 2
9.658673 38 5 2
9.892791 39 5 2
10.160279 40 5 2
10.460541 41 5 2
10.792555 42 5 2
11.154929 43 5 2
11.546747 44 5 2
11.966803 45 5 2
12.413828 46 5 2
12.528710 16 6 2
12.016733 17 6 2
11.529782 18 6 2
11.068924 19 6 2
10.635673 20 6 2
10.231276 21 6 2
9.856969 22 6 2
9.513634 23 6 2
9.203196 24 6 2
8.925846 25 6 2
8.683338 26 6 2
8.476467 27 6 2
8.305991 28 6 2
8.172596 29 6 2
8.076864 30 6 2
8.019240 31 6 2
8.000000 32 6 2
8.019240 33 6 2
8.076864 34 6 2
8.172596 35 6 2
8.305991 36 6 2
8.476467 37 6 2
8.683338 38 6 2
8.925846 39 6 2
9.203196 40 6 2
9.513634 41 6 2
9.856969 42 6 2
10.231276 43 6 2
10.635673 44 6 2
11.068924 45 6 2
11.529782 46 6 2
12.016733 47 6 2
12.528710 48 6 2
12.232435 15 7 2
11.681782 16 7 2
11.154760 17 7 2
10.653156 18 7 2
10.178105 19 7 2
9.730901 20 7 2
9.313001 21 7 2
8.926032 22 7 2
8.570661 23 7 2
8.248905 24 7 2
7.961745 25 7 2
7.710203 26 7 2
7.495307 27 7 2
7.318055 28 7 2
7.179357 29 7 2
7.079982 30 7 2
7.020159 31 7 2
7.000000 32 7 2
7.020159 33 7 2
7.079982 34 7 2
7.179357 35 7 2
7.318055 36 7 2
7.495307 37 7 2
7.710203 38 7 2
7.961745 39 7 2
8.248905 40 7 2
8.570661 41 7 2
8.926032 42 7 2
9.313001 43 7 2
9.730901 44 7 2
10.178105 45 7 2
10.653156 46 7 2
11.154760 47 7 2
11.681782 48 7 2
12.232435 49 7 2
12.610611 13 8 2
12.000154 14 8 2
11.410889 15 8 2
10.844574 16 8 2
10.301952 17 8 2
9.784890 18 8 2
9.294688 19 8 2
8.832863 20 8 2
8.400935 21 8 2
8.000032 22 8 2
7.632023 23 8 2
7.298275 24 8 2
7.000035 25 8 2
6.738634 26 8 2
6.515430 27 8 2
6.331160 28 8 2
6.186834 29 8 2
6.083265 30 8 2
6.021021 31 8 2
6.000000 32 8 2
6.021021 33 8 2
6.083265 34 8 2
6.186834 35 8 2
6.331160 36 8 2
6.515430 37 8 2
6.738634 38 8 2
7.000035 39 8 2
7.298275 40 8 2
7.632023 41 8 2
8.000032 42 8 2
8.400935 43 8 2
8.832863 44 8 2
9.294688 45 8 2
9.784890 46 8 2
10.301952 47 8 2
10.844574 48 8 2
11.410889 49 8 2
12.000154 50 8 2
12.610611 51 8 2
12.479508 12 9 2
11.832879 13 9 2
11.206255 14 9 2
10.600788 15 9 2
10.017921 16 9 2
9.459061 17 9 2
8.925825 18 9 2
8.419706 19 9 2
7.942494 20 9 2
7.495098 21 9 2
7.079967 22 9 2
6.698351 23 9 2
6.351694 24 9 2
6.041631 25 9 2
5.769947 26 9 2
5.537212 27 9 2
5.345490 28 9 2
5.195029 29 9 2
5.086854 30 9 2
5.021741 31 9 2
